Idalumno,CodAsig,Asignatura,Carrera,Semestre,Convocatoria,Anho,Ciclo,Aprobado,AnhoFirma,1P,2P,Taller,Asistencia,SumProceso,Requisito,1R,2R,NF,1F,2F,3F,Abandono,Materias cursadas,Veces recursada
3584,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,13,7,3,1,23,1,0,0,0,0,0,0,0,6,0
3584,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,10,19,8,1,37,1,0,0,2,2,0,0,0,5,1
3585,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,5,0,2,1,7,0,0,0,0,0,0,0,1,6,0
3586,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,14,13,4,1,31,1,10,0,0,0,0,0,0,5,0
3586,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,20,30,7,1,57,1,0,0,5,5,0,0,0,6,1
3587,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,2,3,2,1,7,0,0,0,0,0,0,0,1,7,0
3587,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,3,0,2,1,5,0,0,0,0,0,0,0,1,7,1
3587,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,8,5,3,1,16,0,0,0,0,0,0,0,1,5,2
3588,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,13,26,4,1,43,1,0,0,4,4,0,0,0,5,0
3589,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,15,7,4,1,26,1,12,34,3,0,0,3,0,5,0
3590,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,7,4,2,1,13,0,0,0,0,0,0,0,1,5,0
3590,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,2022,15,10,5,1,30,1,30,0,1,0,1,1,0,4,1
3590,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,2022,12,17,5,1,34,1,0,0,1,1,0,0,0,4,2
3591,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,8,0
3591,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,2,3,3,1,8,0,0,0,0,0,0,0,1,5,1
3591,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,3,9,3,1,15,0,0,0,0,0,0,0,1,6,2
3592,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,9,8,5,1,22,1,20,22,0,0,0,0,1,5,0
3592,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,1,2018,18,23,6,1,47,1,0,0,4,4,0,0,0,4,1
3593,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,2016,11,25,4,1,40,1,0,0,0,0,0,0,1,6,0
3593,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2016,13,18,0,1,31,1,0,0,1,1,1,1,0,5,1
3593,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,18,30,5,1,53,1,0,0,5,5,0,0,0,6,2
3595,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,2022,19,0,4,1,23,1,32,46,0,0,0,0,1,5,0
3595,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,1,2022,0,0,4,1,4,1,0,0,4,0,4,0,1,5,1
3596,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,22,33,7,1,62,1,0,0,5,5,0,0,0,6,0
3597,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,13,12,2,1,27,1,22,0,0,0,0,0,0,5,0
3598,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,10,6,3,1,19,1,0,0,0,0,0,0,1,5,0
3598,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,0,0,14,11,4,1,29,1,0,0,0,0,0,0,0,5,1
3598,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,2022,12,15,9,1,36,1,0,0,1,1,1,0,0,4,2
3599,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2015,13,2,0,1,15,1,0,0,2,0,0,2,0,3,0
3600,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0
3600,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,3,0,2,1,5,0,0,0,0,0,0,0,1,6,1
3601,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,1,2021,14,9,5,1,28,1,44,0,4,0,4,0,0,5,0
3603,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,15,4,2,1,21,1,28,0,0,0,0,0,0,7,0
3603,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,14,13,5,1,32,1,37,0,2,0,2,0,0,7,1
3604,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,1,2019,14,14,5,1,33,1,32,0,2,0,2,0,0,4,0
3605,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,8,3,2,1,13,0,0,0,0,0,0,0,1,8,0
3605,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,2022,7,10,2,1,19,1,12,36,0,0,0,0,1,8,1
3605,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,14,0,2,1,16,1,0,0,1,1,0,0,1,8,2
3608,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,3,7,2,0,12,0,0,0,0,0,0,0,1,5,0
3608,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,7,9,5,1,21,1,17,0,0,0,0,0,1,5,1
3608,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,8,8,4,1,20,1,31,0,1,0,1,1,0,5,2
3608,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,2018,12,14,0,1,26,0,0,0,1,1,0,0,1,6,3
3608,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,18,23,6,1,47,1,0,0,3,3,0,0,0,5,4
3611,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0
3611,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,5,0,3,1,8,0,0,0,0,0,0,0,1,5,1
3611,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,0,13,9,6,1,28,1,0,0,0,0,0,0,0,5,2
3612,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,12,15,5,1,32,1,0,0,0,0,0,0,0,4,0
3612,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2017,18,14,6,1,38,1,0,0,2,0,2,0,0,7,1
3613,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,4,0,2,1,6,0,0,0,0,0,0,0,1,4,0
3613,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,12,9,5,1,26,1,32,0,2,0,0,2,0,4,1
3615,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,2021,12,6,3,1,21,1,26,32,1,0,0,1,0,6,0
3615,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2021,16,17,3,1,36,1,0,0,2,2,0,0,0,6,1
3616,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,7,0,8,1,15,0,0,0,0,0,0,0,1,5,0
3618,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,10,16,7,1,33,1,0,0,3,0,1,3,0,5,0
3619,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,20,36,8,1,64,1,0,0,5,5,0,0,0,6,0
3620,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,12,22,2,1,36,1,40,0,2,0,2,0,0,5,0
3621,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,5,11,6,1,22,1,14,22,0,0,0,0,1,5,0
3621,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,1,2018,16,22,10,1,48,1,0,0,4,4,0,0,0,5,1
3622,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,10,1,7,1,18,0,0,0,0,0,0,0,1,5,0
3623,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,6,17,2,1,25,1,24,16,0,0,0,0,1,5,0
3623,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,15,15,6,1,36,1,36,0,2,0,2,0,0,5,1
3624,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,4,11,2,1,17,1,17,8,0,0,0,0,1,6,0
3624,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,12,18,5,1,35,1,0,0,2,2,0,0,0,5,1
3625,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,2019,12,22,4,1,38,1,0,0,1,1,0,0,0,5,0
3627,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,5,4,3,1,12,0,0,0,0,0,0,0,1,7,0
3627,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,11,17,7,1,35,1,0,0,2,1,2,0,0,7,1
3629,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,7,12,6,1,25,1,34,0,1,0,0,1,0,5,0
3630,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,3,12,2,1,17,1,12,18,0,0,0,0,1,5,0
3630,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,12,22,5,1,39,1,0,0,2,2,0,0,0,4,1
3631,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,11,23,8,1,42,1,0,0,3,1,3,0,0,5,0
3632,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,7,28,7,1,42,1,0,0,3,0,3,0,0,6,0
3634,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,9,9,4,1,22,1,22,18,0,0,0,0,1,8,0
3634,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,2022,11,11,5,1,27,1,0,30,1,0,0,1,0,6,1
3634,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,17,22,5,1,44,1,0,0,2,0,2,0,0,6,2
3635,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,11,6,4,1,21,1,28,28,0,0,0,0,1,5,0
3635,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,17,21,8,1,46,1,0,0,3,3,0,0,0,6,1
3640,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,5,12,3,1,20,1,0,0,0,0,0,0,1,4,0
3641,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,9,13,3,1,25,1,0,0,0,0,0,0,1,6,0
3641,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,1,6,6,1,13,0,0,0,0,0,0,0,1,5,1
3641,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,10,12,7,1,29,1,2,0,0,0,0,0,1,5,2
3642,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,4,6,2,1,12,0,0,0,0,0,0,0,1,4,0
3642,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,14,6,6,1,26,1,38,0,2,0,2,0,0,5,1
3643,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,21,10,4,1,35,1,0,0,2,2,0,0,0,4,0
3644,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,2,0
3645,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,0,14,13,6,1,33,1,22,24,0,0,0,0,0,5,0
3645,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,1,2019,21,25,3,1,49,1,0,0,4,4,0,0,0,7,1
3646,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,11,20,4,1,35,1,0,0,2,0,2,0,0,5,0
3647,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,6,0,2,1,8,0,0,0,0,0,0,0,1,5,0
3647,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,19,11,5,1,35,1,44,0,3,0,0,3,0,5,1
3649,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,7,1,8,1,16,0,0,0,0,0,0,0,1,4,0
3649,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,2019,10,20,6,1,36,1,0,0,1,1,0,0,0,4,1
3649,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,5,0,0,1,5,1,0,0,1,1,1,0,1,4,2
3649,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,16,30,4,1,50,1,0,0,3,3,0,0,0,2,3
3650,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,7,0,2,1,9,0,0,0,0,0,0,0,1,6,0
3651,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,19,13,8,1,40,1,48,0,5,0,5,0,0,6,0
3653,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,9,14,6,1,29,1,0,0,0,0,0,0,1,4,0
3653,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,5,1
3653,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,13,21,5,1,39,1,30,0,3,0,3,0,0,5,2
3654,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,5,0
3654,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,11,0,2,1,13,0,0,0,0,0,0,0,1,6,1
3654,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,14,12,5,1,31,1,22,26,0,0,0,0,0,6,2
3655,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,5,0,2,0,7,0,0,0,0,0,0,0,1,3,0
3656,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,18,18,7,1,43,1,0,0,2,2,0,0,0,5,0
3657,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,20,21,7,1,48,1,0,0,3,3,0,0,0,6,0
3659,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,7,0,2,1,9,0,0,0,0,0,0,0,1,6,0
3659,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,7,1
3659,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,6,6,3,1,15,0,0,0,0,0,0,0,1,5,2
3661,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,13,28,6,1,47,1,0,0,3,3,0,0,0,5,0
3662,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,14,19,6,1,39,1,0,0,2,1,2,0,0,5,0
3663,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,5,0,3,1,8,0,0,0,0,0,0,0,1,6,0
3663,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3664,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,10,0,5,1,15,0,0,0,0,0,0,0,1,6,0
3664,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,17,13,5,1,35,1,0,0,3,3,0,0,0,6,1
3665,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,7,12,5,1,24,1,20,16,0,0,0,0,1,4,0
3666,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,14,11,4,1,29,1,0,0,0,0,0,0,0,7,0
3666,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,14,10,4,1,28,1,44,0,3,0,3,0,0,5,1
3667,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,1,2021,19,26,8,1,53,1,0,0,5,5,0,0,0,6,0
3668,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,22,25,7,1,54,1,0,0,5,5,0,0,0,5,0
3669,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,12,0,2,1,14,0,0,0,0,0,0,0,1,5,0
3670,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,18,5,7,1,30,1,50,0,5,0,5,0,0,6,0
3671,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,11,9,6,1,26,1,6,8,0,0,0,0,1,6,0
3671,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,11,12,6,1,29,1,47,0,5,0,5,0,0,4,1
3672,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,11,7,4,1,22,1,0,0,0,0,0,0,1,4,0
3672,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,2017,5,21,6,1,32,1,29,0,1,0,1,1,0,6,1
3672,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,1,2017,13,18,0,1,31,1,46,0,3,0,3,0,0,5,2
3674,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,12,0,5,1,17,1,48,0,3,0,3,0,1,6,0
3675,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,11,0,0,0,11,0,0,0,0,0,0,0,1,6,0
3675,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,17,12,7,1,36,1,0,4,1,0,0,1,0,3,1
3675,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,18,16,0,1,34,1,0,0,2,1,2,0,0,6,2
3676,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,12,11,4,1,27,1,14,0,0,0,0,0,0,4,0
3678,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,16,10,5,1,31,1,46,0,5,0,5,0,0,5,0
3679,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,13,24,9,1,46,1,38,0,5,0,5,0,0,6,0
3680,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0
3680,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
3681,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,8,10,6,1,24,1,0,0,0,0,0,0,1,5,0
3681,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,6,14,5,1,25,1,0,4,0,0,0,0,1,5,1
3681,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,9,14,4,1,27,1,24,0,0,0,0,0,1,4,2
3681,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,14,11,7,1,32,1,32,0,0,0,0,0,0,4,3
3681,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,2018,0,0,0,1,0,1,0,0,0,0,0,0,1,4,4
3682,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,4,24,7,1,35,1,0,0,2,0,2,0,0,4,0
3684,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,13,17,8,1,38,1,20,34,1,0,0,1,0,5,0
3684,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2017,15,30,0,1,45,1,0,0,5,5,0,0,0,7,1
3685,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,15,24,3,1,42,1,0,0,2,2,0,0,0,5,0
3688,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,11,0,2,1,13,0,0,0,0,0,0,0,1,6,0
3688,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,0,0,4,6,4,1,14,0,0,0,0,0,0,0,1,4,1
3688,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,2022,17,9,7,1,33,1,24,29,0,0,0,0,0,3,2
3689,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,8,2,6,1,16,0,0,0,0,0,0,0,1,4,0
3689,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,2019,20,19,2,1,41,1,0,0,1,1,1,0,0,4,1
3689,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,14,28,0,1,42,1,0,0,2,2,0,0,0,4,2
3693,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,10,28,5,1,43,1,0,0,3,1,3,0,0,5,0
3696,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,7,0,2,1,9,0,0,0,0,0,0,0,1,5,0
3696,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,15,5,5,1,25,1,6,0,0,0,0,0,0,6,1
3696,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,17,7,9,1,33,1,36,0,1,0,1,1,0,3,2
3697,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,3,16,3,1,22,1,0,0,0,0,0,0,1,6,0
3697,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,4,1
3697,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,6,10,3,1,19,1,0,10,0,0,0,0,1,3,2
3698,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,13,6,6,1,25,1,0,0,0,0,0,0,0,5,0
3698,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,8,14,6,1,28,1,16,30,1,0,0,1,0,4,1
3698,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,16,19,0,1,35,1,0,0,2,2,0,0,0,5,2
3699,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,6,0,2,0,8,0,0,0,0,0,0,0,1,4,0
3700,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,7,3,3,1,13,0,0,0,0,0,0,0,1,5,0
3700,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,7,3,1,10,0,0,0,0,0,0,0,1,4,1
3700,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,9,15,4,1,28,1,14,18,0,0,0,0,1,5,2
3702,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,5,0,2,1,7,0,0,0,0,0,0,0,1,6,0
3702,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,1,2022,10,9,2,1,21,1,30,46,3,0,0,3,0,5,1
3703,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,12,13,7,1,32,1,10,28,2,0,0,2,0,6,0
3705,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,10,10,4,1,24,1,10,0,0,0,0,0,1,7,0
3706,13015,ESTATICA,MEC-PLS13 ,3,1,2021,1,0,0,10,16,3,1,29,1,0,0,0,0,0,0,1,6,0
3706,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1
3708,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,6,9,5,1,20,1,20,22,0,0,0,0,1,5,0
3708,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,21,6,2,1,29,1,26,0,0,0,0,0,0,5,1
3708,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,1,2019,11,20,6,1,37,1,0,0,2,1,2,0,0,5,2
3709,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,15,11,6,1,32,1,0,0,0,0,0,0,0,7,0
3709,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,12,16,7,1,35,1,0,0,2,2,0,0,0,6,1
3711,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,2,0,1,1,3,0,0,0,0,0,0,0,1,6,0
3711,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,3,0,3,1,6,0,0,0,0,0,0,0,1,3,1
3711,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,1,2022,16,23,6,1,45,1,0,0,3,0,1,3,0,2,2
3712,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,18,34,8,1,60,1,0,0,5,5,0,0,0,5,0
3714,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,19,21,7,1,47,1,0,0,3,3,0,0,0,5,0
3716,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,11,0,3,1,14,0,0,0,0,0,0,0,1,4,0
3716,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,0,0,7,1,7,0,0,0,0,0,0,0,1,5,1
3717,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,4,0,1,1,5,0,0,0,0,0,0,0,1,6,0
3717,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,0,0,6,0,2,1,8,1,0,0,0,0,0,0,1,6,1
3717,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,5,2
3717,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,5,3
3717,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,0,0,4,1,4,0,0,0,0,0,0,0,1,7,4
3719,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,11,11,5,1,27,1,20,22,0,0,0,0,1,6,0
3719,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,12,11,5,1,28,1,27,0,0,0,0,0,0,4,1
3719,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,15,20,8,1,43,1,40,0,3,0,3,0,0,5,2
3720,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,9,0,2,1,11,0,0,0,0,0,0,0,1,5,0
3720,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,9,6,4,1,19,1,0,0,0,0,0,0,1,4,1
3720,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,18,23,4,1,45,1,0,0,2,1,1,2,0,5,2
3721,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
3721,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,6,0,2,1,8,0,0,0,0,0,0,0,1,5,1
3721,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,0,0,7,0,3,1,10,1,0,0,0,0,0,0,1,7,2
3721,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,7,5,2,1,14,0,0,0,0,0,0,0,1,5,3
3721,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,6,0,3,1,9,0,0,0,0,0,0,0,1,6,4
3721,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,2022,16,4,6,1,26,1,30,0,0,0,0,0,0,4,5
3722,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,13,9,2,1,24,1,0,0,0,0,0,0,0,6,0
3722,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,21,27,6,1,54,1,0,0,5,5,0,0,0,7,1
3725,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,2,2,2,1,6,0,0,0,0,0,0,0,1,7,0
3725,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,2018,16,16,3,1,35,1,0,0,1,1,1,0,0,4,1
3725,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,16,21,0,1,37,1,42,0,3,0,3,0,0,7,2
3727,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,6,0,2,1,8,0,0,0,0,0,0,0,1,6,0
3727,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,18,5,2,1,25,1,22,0,0,0,0,0,0,3,1
3729,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,6,0
